"Step","token_ablation - base - 50 - Train Loss","token_ablation - base - 50 - Train Loss__MIN","token_ablation - base - 50 - Train Loss__MAX","token_ablation - base - 20 - Train Loss","token_ablation - base - 20 - Train Loss__MIN","token_ablation - base - 20 - Train Loss__MAX","token_ablation - base - 1 - Train Loss","token_ablation - base - 1 - Train Loss__MIN","token_ablation - base - 1 - Train Loss__MAX","token_ablation - base - 10 - Train Loss","token_ablation - base - 10 - Train Loss__MIN","token_ablation - base - 10 - Train Loss__MAX"
"0","0.3918650150299072","0.3918650150299072","0.3918650150299072","0.9301058650016785","0.9301058650016785","0.9301058650016785","1.0549248456954956","1.0549248456954956","1.0549248456954956","1.0593130588531494","1.0593130588531494","1.0593130588531494"
"1","0.8120312690734863","0.8120312690734863","0.8120312690734863","1.1595927476882935","1.1595927476882935","1.1595927476882935","1.0929709672927856","1.0929709672927856","1.0929709672927856","1.2020671367645264","1.2020671367645264","1.2020671367645264"
"2","1.6019859313964844","1.6019859313964844","1.6019859313964844","1.3816627264022827","1.3816627264022827","1.3816627264022827","1.1028103828430176","1.1028103828430176","1.1028103828430176","1.342883825302124","1.342883825302124","1.342883825302124"
"3","1.5962095260620117","1.5962095260620117","1.5962095260620117","1.5671234130859375","1.5671234130859375","1.5671234130859375","1.1630300283432007","1.1630300283432007","1.1630300283432007","1.5204699039459229","1.5204699039459229","1.5204699039459229"
"4","1.6958649158477783","1.6958649158477783","1.6958649158477783","1.7003332376480103","1.7003332376480103","1.7003332376480103","1.1776421070098877","1.1776421070098877","1.1776421070098877","1.4972453117370605","1.4972453117370605","1.4972453117370605"
"5","1.6687604188919067","1.6687604188919067","1.6687604188919067","1.7169989347457886","1.7169989347457886","1.7169989347457886","1.3405263423919678","1.3405263423919678","1.3405263423919678","1.6393407583236694","1.6393407583236694","1.6393407583236694"
"6","1.7043254375457764","1.7043254375457764","1.7043254375457764","1.7067030668258667","1.7067030668258667","1.7067030668258667","1.5099338293075562","1.5099338293075562","1.5099338293075562","1.6346917152404785","1.6346917152404785","1.6346917152404785"
"7","1.6691054105758667","1.6691054105758667","1.6691054105758667","1.674382209777832","1.674382209777832","1.674382209777832","1.6597459316253662","1.6597459316253662","1.6597459316253662","1.7287728786468506","1.7287728786468506","1.7287728786468506"
"8","1.6453937292099","1.6453937292099","1.6453937292099","1.735062599182129","1.735062599182129","1.735062599182129","1.681255578994751","1.681255578994751","1.681255578994751","1.7160780429840088","1.7160780429840088","1.7160780429840088"
"9","1.7514686584472656","1.7514686584472656","1.7514686584472656","1.7185757160186768","1.7185757160186768","1.7185757160186768","1.6824396848678589","1.6824396848678589","1.6824396848678589","1.7607691287994385","1.7607691287994385","1.7607691287994385"
"10","1.7036337852478027","1.7036337852478027","1.7036337852478027","1.7806425094604492","1.7806425094604492","1.7806425094604492","1.6950395107269287","1.6950395107269287","1.6950395107269287","1.73142409324646","1.73142409324646","1.73142409324646"
"11","1.7186172008514404","1.7186172008514404","1.7186172008514404","1.747459888458252","1.747459888458252","1.747459888458252","1.719784140586853","1.719784140586853","1.719784140586853","1.7185574769973755","1.7185574769973755","1.7185574769973755"
"12","1.7262446880340576","1.7262446880340576","1.7262446880340576","1.725356101989746","1.725356101989746","1.725356101989746","1.6624428033828735","1.6624428033828735","1.6624428033828735","1.7476041316986084","1.7476041316986084","1.7476041316986084"
"13","1.7466477155685425","1.7466477155685425","1.7466477155685425","1.7714236974716187","1.7714236974716187","1.7714236974716187","1.6738908290863037","1.6738908290863037","1.6738908290863037","1.7643035650253296","1.7643035650253296","1.7643035650253296"
"14","1.7252743244171143","1.7252743244171143","1.7252743244171143","1.7358646392822266","1.7358646392822266","1.7358646392822266","1.644360899925232","1.644360899925232","1.644360899925232","1.7331523895263672","1.7331523895263672","1.7331523895263672"
"15","1.7481482028961182","1.7481482028961182","1.7481482028961182","1.7667958736419678","1.7667958736419678","1.7667958736419678","1.6027698516845703","1.6027698516845703","1.6027698516845703","1.7021992206573486","1.7021992206573486","1.7021992206573486"
"16","1.7619397640228271","1.7619397640228271","1.7619397640228271","1.720630407333374","1.720630407333374","1.720630407333374","1.591764211654663","1.591764211654663","1.591764211654663","1.774330735206604","1.774330735206604","1.774330735206604"
"17","1.760212779045105","1.760212779045105","1.760212779045105","1.737397313117981","1.737397313117981","1.737397313117981","1.6367650032043457","1.6367650032043457","1.6367650032043457","1.728379249572754","1.728379249572754","1.728379249572754"
"18","1.7354865074157715","1.7354865074157715","1.7354865074157715","1.7504624128341675","1.7504624128341675","1.7504624128341675","1.7183749675750732","1.7183749675750732","1.7183749675750732","1.7651689052581787","1.7651689052581787","1.7651689052581787"
"19","1.7854090929031372","1.7854090929031372","1.7854090929031372","1.7643487453460693","1.7643487453460693","1.7643487453460693","1.6893500089645386","1.6893500089645386","1.6893500089645386","1.7732110023498535","1.7732110023498535","1.7732110023498535"
"20","1.7450131177902222","1.7450131177902222","1.7450131177902222","1.772237777709961","1.772237777709961","1.772237777709961","1.6326103210449219","1.6326103210449219","1.6326103210449219","1.7150096893310547","1.7150096893310547","1.7150096893310547"
"21","1.770993709564209","1.770993709564209","1.770993709564209","1.751051425933838","1.751051425933838","1.751051425933838","1.741980791091919","1.741980791091919","1.741980791091919","1.7718204259872437","1.7718204259872437","1.7718204259872437"
"22","1.7464087009429932","1.7464087009429932","1.7464087009429932","1.7746785879135132","1.7746785879135132","1.7746785879135132","1.6710705757141113","1.6710705757141113","1.6710705757141113","1.7651638984680176","1.7651638984680176","1.7651638984680176"
"23","1.7555184364318848","1.7555184364318848","1.7555184364318848","1.664498209953308","1.664498209953308","1.664498209953308","1.726668119430542","1.726668119430542","1.726668119430542","1.7691291570663452","1.7691291570663452","1.7691291570663452"
"24","1.715665578842163","1.715665578842163","1.715665578842163","1.7917424440383911","1.7917424440383911","1.7917424440383911","1.725663423538208","1.725663423538208","1.725663423538208","1.7699142694473267","1.7699142694473267","1.7699142694473267"
"25","1.7669745683670044","1.7669745683670044","1.7669745683670044","1.7723093032836914","1.7723093032836914","1.7723093032836914","1.7153167724609375","1.7153167724609375","1.7153167724609375","1.824108600616455","1.824108600616455","1.824108600616455"
"26","1.7869065999984741","1.7869065999984741","1.7869065999984741","1.7247637510299683","1.7247637510299683","1.7247637510299683","1.6840161085128784","1.6840161085128784","1.6840161085128784","1.7192389965057373","1.7192389965057373","1.7192389965057373"
"27","1.7571229934692383","1.7571229934692383","1.7571229934692383","1.7975614070892334","1.7975614070892334","1.7975614070892334","1.7202898263931274","1.7202898263931274","1.7202898263931274","1.7458710670471191","1.7458710670471191","1.7458710670471191"
"28","1.757967233657837","1.757967233657837","1.757967233657837","1.7619608640670776","1.7619608640670776","1.7619608640670776","1.653180480003357","1.653180480003357","1.653180480003357","1.774106502532959","1.774106502532959","1.774106502532959"
"29","1.7515864372253418","1.7515864372253418","1.7515864372253418","1.7334990501403809","1.7334990501403809","1.7334990501403809","1.7078704833984375","1.7078704833984375","1.7078704833984375","1.7566535472869873","1.7566535472869873","1.7566535472869873"
"30","1.7747917175292969","1.7747917175292969","1.7747917175292969","1.7576005458831787","1.7576005458831787","1.7576005458831787","1.682100772857666","1.682100772857666","1.682100772857666","1.7527084350585938","1.7527084350585938","1.7527084350585938"
"31","1.764204978942871","1.764204978942871","1.764204978942871","1.7557929754257202","1.7557929754257202","1.7557929754257202","1.6435571908950806","1.6435571908950806","1.6435571908950806","1.7223752737045288","1.7223752737045288","1.7223752737045288"
"32","1.769946575164795","1.769946575164795","1.769946575164795","1.7525386810302734","1.7525386810302734","1.7525386810302734","1.7098133563995361","1.7098133563995361","1.7098133563995361","1.7609285116195679","1.7609285116195679","1.7609285116195679"
"33","1.7105591297149658","1.7105591297149658","1.7105591297149658","1.7879770994186401","1.7879770994186401","1.7879770994186401","1.7334580421447754","1.7334580421447754","1.7334580421447754","1.8068565130233765","1.8068565130233765","1.8068565130233765"
"34","1.75590181350708","1.75590181350708","1.75590181350708","1.7971549034118652","1.7971549034118652","1.7971549034118652","1.7284406423568726","1.7284406423568726","1.7284406423568726","1.7216800451278687","1.7216800451278687","1.7216800451278687"
"35","1.8040056228637695","1.8040056228637695","1.8040056228637695","1.7104285955429077","1.7104285955429077","1.7104285955429077","1.6667327880859375","1.6667327880859375","1.6667327880859375","1.7389862537384033","1.7389862537384033","1.7389862537384033"
"36","1.774519443511963","1.774519443511963","1.774519443511963","1.7582921981811523","1.7582921981811523","1.7582921981811523","1.6076995134353638","1.6076995134353638","1.6076995134353638","1.7899327278137207","1.7899327278137207","1.7899327278137207"
"37","1.7564380168914795","1.7564380168914795","1.7564380168914795","1.7664508819580078","1.7664508819580078","1.7664508819580078","1.707030177116394","1.707030177116394","1.707030177116394","1.7676193714141846","1.7676193714141846","1.7676193714141846"
"38","1.772895336151123","1.772895336151123","1.772895336151123","1.766013264656067","1.766013264656067","1.766013264656067","1.7428574562072754","1.7428574562072754","1.7428574562072754","1.804604172706604","1.804604172706604","1.804604172706604"
"39","1.7600669860839844","1.7600669860839844","1.7600669860839844","1.768714189529419","1.768714189529419","1.768714189529419","1.7258833646774292","1.7258833646774292","1.7258833646774292","1.7367455959320068","1.7367455959320068","1.7367455959320068"
"40","1.783598780632019","1.783598780632019","1.783598780632019","1.7128417491912842","1.7128417491912842","1.7128417491912842","1.7490932941436768","1.7490932941436768","1.7490932941436768","1.8065550327301025","1.8065550327301025","1.8065550327301025"
"41","1.7818433046340942","1.7818433046340942","1.7818433046340942","1.7525759935379028","1.7525759935379028","1.7525759935379028","1.6943762302398682","1.6943762302398682","1.6943762302398682","1.76310133934021","1.76310133934021","1.76310133934021"
"42","1.7954654693603516","1.7954654693603516","1.7954654693603516","1.784794807434082","1.784794807434082","1.784794807434082","1.6766818761825562","1.6766818761825562","1.6766818761825562","1.7997570037841797","1.7997570037841797","1.7997570037841797"
"43","1.7639878988265991","1.7639878988265991","1.7639878988265991","1.778767466545105","1.778767466545105","1.778767466545105","1.739291787147522","1.739291787147522","1.739291787147522","1.7868142127990723","1.7868142127990723","1.7868142127990723"
"44","1.8063349723815918","1.8063349723815918","1.8063349723815918","1.7432869672775269","1.7432869672775269","1.7432869672775269","1.7342593669891357","1.7342593669891357","1.7342593669891357","1.8074517250061035","1.8074517250061035","1.8074517250061035"
"45","1.7318227291107178","1.7318227291107178","1.7318227291107178","1.783490538597107","1.783490538597107","1.783490538597107","1.6678466796875","1.6678466796875","1.6678466796875","1.7765629291534424","1.7765629291534424","1.7765629291534424"
"46","1.7711067199707031","1.7711067199707031","1.7711067199707031","1.7708311080932617","1.7708311080932617","1.7708311080932617","1.694077491760254","1.694077491760254","1.694077491760254","1.771606206893921","1.771606206893921","1.771606206893921"
"47","1.798223853111267","1.798223853111267","1.798223853111267","1.7472800016403198","1.7472800016403198","1.7472800016403198","1.6862285137176514","1.6862285137176514","1.6862285137176514","1.7607877254486084","1.7607877254486084","1.7607877254486084"
"48","1.8146915435791016","1.8146915435791016","1.8146915435791016","1.808006763458252","1.808006763458252","1.808006763458252","1.7600312232971191","1.7600312232971191","1.7600312232971191","1.7731119394302368","1.7731119394302368","1.7731119394302368"
"49","1.7832012176513672","1.7832012176513672","1.7832012176513672","1.7453440427780151","1.7453440427780151","1.7453440427780151","1.7571552991867065","1.7571552991867065","1.7571552991867065","1.7812798023223877","1.7812798023223877","1.7812798023223877"
"50","1.7580952644348145","1.7580952644348145","1.7580952644348145","1.8105721473693848","1.8105721473693848","1.8105721473693848","1.722970962524414","1.722970962524414","1.722970962524414","1.7838739156723022","1.7838739156723022","1.7838739156723022"
"51","1.7833404541015625","1.7833404541015625","1.7833404541015625","1.8094782829284668","1.8094782829284668","1.8094782829284668","1.7655295133590698","1.7655295133590698","1.7655295133590698","1.7673966884613037","1.7673966884613037","1.7673966884613037"
"52","1.7324583530426025","1.7324583530426025","1.7324583530426025","1.7649052143096924","1.7649052143096924","1.7649052143096924","1.7500051259994507","1.7500051259994507","1.7500051259994507","1.7833081483840942","1.7833081483840942","1.7833081483840942"
"53","1.7381315231323242","1.7381315231323242","1.7381315231323242","1.808591365814209","1.808591365814209","1.808591365814209","1.7570242881774902","1.7570242881774902","1.7570242881774902","1.7847546339035034","1.7847546339035034","1.7847546339035034"
"54","1.7168183326721191","1.7168183326721191","1.7168183326721191","1.7890069484710693","1.7890069484710693","1.7890069484710693","1.7012066841125488","1.7012066841125488","1.7012066841125488","1.783966064453125","1.783966064453125","1.783966064453125"
"55","1.7579982280731201","1.7579982280731201","1.7579982280731201","1.7810020446777344","1.7810020446777344","1.7810020446777344","1.7465492486953735","1.7465492486953735","1.7465492486953735","1.7944055795669556","1.7944055795669556","1.7944055795669556"
"56","1.79396390914917","1.79396390914917","1.79396390914917","1.715864896774292","1.715864896774292","1.715864896774292","1.722316026687622","1.722316026687622","1.722316026687622","1.7434654235839844","1.7434654235839844","1.7434654235839844"
"57","1.7856667041778564","1.7856667041778564","1.7856667041778564","1.7960091829299927","1.7960091829299927","1.7960091829299927","1.7597254514694214","1.7597254514694214","1.7597254514694214","1.7917124032974243","1.7917124032974243","1.7917124032974243"
"58","1.784631609916687","1.784631609916687","1.784631609916687","1.7817294597625732","1.7817294597625732","1.7817294597625732","1.6370207071304321","1.6370207071304321","1.6370207071304321","1.7557759284973145","1.7557759284973145","1.7557759284973145"
"59","1.7373658418655396","1.7373658418655396","1.7373658418655396","1.7780110836029053","1.7780110836029053","1.7780110836029053","1.7155780792236328","1.7155780792236328","1.7155780792236328","1.7611196041107178","1.7611196041107178","1.7611196041107178"
"60","1.7648428678512573","1.7648428678512573","1.7648428678512573","1.796370029449463","1.796370029449463","1.796370029449463","1.700992465019226","1.700992465019226","1.700992465019226","1.7792143821716309","1.7792143821716309","1.7792143821716309"
"61","1.813152551651001","1.813152551651001","1.813152551651001","1.8223366737365723","1.8223366737365723","1.8223366737365723","1.7054075002670288","1.7054075002670288","1.7054075002670288","1.779008388519287","1.779008388519287","1.779008388519287"
"62","1.7623211145401","1.7623211145401","1.7623211145401","1.777936339378357","1.777936339378357","1.777936339378357","1.6657631397247314","1.6657631397247314","1.6657631397247314","1.7171413898468018","1.7171413898468018","1.7171413898468018"
"63","1.8217898607254028","1.8217898607254028","1.8217898607254028","1.8008520603179932","1.8008520603179932","1.8008520603179932","1.715295433998108","1.715295433998108","1.715295433998108","1.769202470779419","1.769202470779419","1.769202470779419"
"64","1.7780817747116089","1.7780817747116089","1.7780817747116089","1.7723264694213867","1.7723264694213867","1.7723264694213867","1.66861891746521","1.66861891746521","1.66861891746521","1.7592037916183472","1.7592037916183472","1.7592037916183472"
"65","1.8295161724090576","1.8295161724090576","1.8295161724090576","1.7773537635803223","1.7773537635803223","1.7773537635803223","1.681924819946289","1.681924819946289","1.681924819946289","1.7599332332611084","1.7599332332611084","1.7599332332611084"
"66","1.8116567134857178","1.8116567134857178","1.8116567134857178","1.7453900575637817","1.7453900575637817","1.7453900575637817","1.7639209032058716","1.7639209032058716","1.7639209032058716","1.800536870956421","1.800536870956421","1.800536870956421"
"67","1.7688348293304443","1.7688348293304443","1.7688348293304443","1.7210692167282104","1.7210692167282104","1.7210692167282104","1.7040776014328003","1.7040776014328003","1.7040776014328003","1.7831075191497803","1.7831075191497803","1.7831075191497803"
"68","1.6959311962127686","1.6959311962127686","1.6959311962127686","1.77474045753479","1.77474045753479","1.77474045753479","1.683326244354248","1.683326244354248","1.683326244354248","1.8137205839157104","1.8137205839157104","1.8137205839157104"
"69","1.8127707242965698","1.8127707242965698","1.8127707242965698","1.7806730270385742","1.7806730270385742","1.7806730270385742","1.7867321968078613","1.7867321968078613","1.7867321968078613","1.7862343788146973","1.7862343788146973","1.7862343788146973"
"70","1.8111478090286255","1.8111478090286255","1.8111478090286255","1.7722282409667969","1.7722282409667969","1.7722282409667969","1.7260068655014038","1.7260068655014038","1.7260068655014038","1.5992027521133423","1.5992027521133423","1.5992027521133423"
"71","1.764845609664917","1.764845609664917","1.764845609664917","1.7358442544937134","1.7358442544937134","1.7358442544937134","1.7217154502868652","1.7217154502868652","1.7217154502868652","1.8103282451629639","1.8103282451629639","1.8103282451629639"
"72","1.758931279182434","1.758931279182434","1.758931279182434","1.7610055208206177","1.7610055208206177","1.7610055208206177","1.6889803409576416","1.6889803409576416","1.6889803409576416","1.8044848442077637","1.8044848442077637","1.8044848442077637"
"73","1.7801200151443481","1.7801200151443481","1.7801200151443481","1.7375590801239014","1.7375590801239014","1.7375590801239014","1.732229232788086","1.732229232788086","1.732229232788086","1.767135739326477","1.767135739326477","1.767135739326477"
"74","1.7724660634994507","1.7724660634994507","1.7724660634994507","1.8012375831604004","1.8012375831604004","1.8012375831604004","1.7444558143615723","1.7444558143615723","1.7444558143615723","1.7923868894577026","1.7923868894577026","1.7923868894577026"
"75","1.7621158361434937","1.7621158361434937","1.7621158361434937","1.7737915515899658","1.7737915515899658","1.7737915515899658","1.7307387590408325","1.7307387590408325","1.7307387590408325","1.7899580001831055","1.7899580001831055","1.7899580001831055"
"76","1.7957960367202759","1.7957960367202759","1.7957960367202759","1.746944785118103","1.746944785118103","1.746944785118103","1.718783974647522","1.718783974647522","1.718783974647522","1.7595045566558838","1.7595045566558838","1.7595045566558838"
"77","1.808885097503662","1.808885097503662","1.808885097503662","1.806779384613037","1.806779384613037","1.806779384613037","1.6918795108795166","1.6918795108795166","1.6918795108795166","1.7707715034484863","1.7707715034484863","1.7707715034484863"
"78","1.7508752346038818","1.7508752346038818","1.7508752346038818","1.8022348880767822","1.8022348880767822","1.8022348880767822","1.6991698741912842","1.6991698741912842","1.6991698741912842","1.8117786645889282","1.8117786645889282","1.8117786645889282"
"79","1.8173410892486572","1.8173410892486572","1.8173410892486572","1.7791502475738525","1.7791502475738525","1.7791502475738525","1.7329391241073608","1.7329391241073608","1.7329391241073608","1.7698395252227783","1.7698395252227783","1.7698395252227783"
"80","1.8420978784561157","1.8420978784561157","1.8420978784561157","1.7825926542282104","1.7825926542282104","1.7825926542282104","1.7062320709228516","1.7062320709228516","1.7062320709228516","1.8211538791656494","1.8211538791656494","1.8211538791656494"
"81","1.7725319862365723","1.7725319862365723","1.7725319862365723","1.7252840995788574","1.7252840995788574","1.7252840995788574","1.713173747062683","1.713173747062683","1.713173747062683","1.8211334943771362","1.8211334943771362","1.8211334943771362"
"82","1.7821818590164185","1.7821818590164185","1.7821818590164185","1.824129581451416","1.824129581451416","1.824129581451416","1.7347915172576904","1.7347915172576904","1.7347915172576904","1.7810848951339722","1.7810848951339722","1.7810848951339722"
"83","1.784167766571045","1.784167766571045","1.784167766571045","1.8223150968551636","1.8223150968551636","1.8223150968551636","1.6377174854278564","1.6377174854278564","1.6377174854278564","1.7955981492996216","1.7955981492996216","1.7955981492996216"
"84","1.7909144163131714","1.7909144163131714","1.7909144163131714","1.8028639554977417","1.8028639554977417","1.8028639554977417","1.7672779560089111","1.7672779560089111","1.7672779560089111","1.7645771503448486","1.7645771503448486","1.7645771503448486"
"85","1.8055634498596191","1.8055634498596191","1.8055634498596191","1.7503011226654053","1.7503011226654053","1.7503011226654053","1.7493388652801514","1.7493388652801514","1.7493388652801514","1.796907901763916","1.796907901763916","1.796907901763916"
"86","1.811669111251831","1.811669111251831","1.811669111251831","1.7944315671920776","1.7944315671920776","1.7944315671920776","1.6893882751464844","1.6893882751464844","1.6893882751464844","1.777298927307129","1.777298927307129","1.777298927307129"
"87","1.7752463817596436","1.7752463817596436","1.7752463817596436","1.8111598491668701","1.8111598491668701","1.8111598491668701","1.7618348598480225","1.7618348598480225","1.7618348598480225","1.7980329990386963","1.7980329990386963","1.7980329990386963"
"88","1.8092048168182373","1.8092048168182373","1.8092048168182373","1.7886265516281128","1.7886265516281128","1.7886265516281128","1.7283504009246826","1.7283504009246826","1.7283504009246826","1.7872612476348877","1.7872612476348877","1.7872612476348877"
"89","1.7686917781829834","1.7686917781829834","1.7686917781829834","1.7747552394866943","1.7747552394866943","1.7747552394866943","1.7063521146774292","1.7063521146774292","1.7063521146774292","1.757102608680725","1.757102608680725","1.757102608680725"
"90","1.7935012578964233","1.7935012578964233","1.7935012578964233","1.8212075233459473","1.8212075233459473","1.8212075233459473","1.7161390781402588","1.7161390781402588","1.7161390781402588","1.7717859745025635","1.7717859745025635","1.7717859745025635"
"91","1.7601673603057861","1.7601673603057861","1.7601673603057861","1.8015234470367432","1.8015234470367432","1.8015234470367432","1.7376010417938232","1.7376010417938232","1.7376010417938232","1.796384572982788","1.796384572982788","1.796384572982788"
"92","1.7981921434402466","1.7981921434402466","1.7981921434402466","1.7680549621582031","1.7680549621582031","1.7680549621582031","1.7447577714920044","1.7447577714920044","1.7447577714920044","1.8264816999435425","1.8264816999435425","1.8264816999435425"
"93","1.7745330333709717","1.7745330333709717","1.7745330333709717","1.795683741569519","1.795683741569519","1.795683741569519","1.7359106540679932","1.7359106540679932","1.7359106540679932","1.7765730619430542","1.7765730619430542","1.7765730619430542"
"94","1.7858437299728394","1.7858437299728394","1.7858437299728394","1.7714213132858276","1.7714213132858276","1.7714213132858276","1.6831324100494385","1.6831324100494385","1.6831324100494385","1.8153146505355835","1.8153146505355835","1.8153146505355835"
"95","1.8100192546844482","1.8100192546844482","1.8100192546844482","1.7467689514160156","1.7467689514160156","1.7467689514160156","1.7649378776550293","1.7649378776550293","1.7649378776550293","1.74764084815979","1.74764084815979","1.74764084815979"
"96","1.774596095085144","1.774596095085144","1.774596095085144","1.8027310371398926","1.8027310371398926","1.8027310371398926","1.7576885223388672","1.7576885223388672","1.7576885223388672","1.7586157321929932","1.7586157321929932","1.7586157321929932"
"97","1.8251734972000122","1.8251734972000122","1.8251734972000122","1.828470230102539","1.828470230102539","1.828470230102539","1.7428826093673706","1.7428826093673706","1.7428826093673706","1.7961406707763672","1.7961406707763672","1.7961406707763672"
"98","1.7751989364624023","1.7751989364624023","1.7751989364624023","1.783271312713623","1.783271312713623","1.783271312713623","1.7491227388381958","1.7491227388381958","1.7491227388381958","1.7325900793075562","1.7325900793075562","1.7325900793075562"
