"Step","token_ablation - small - 50 - Train Loss","token_ablation - small - 50 - Train Loss__MIN","token_ablation - small - 50 - Train Loss__MAX","token_ablation - small - 20 - Train Loss","token_ablation - small - 20 - Train Loss__MIN","token_ablation - small - 20 - Train Loss__MAX","token_ablation - small - 1 - Train Loss","token_ablation - small - 1 - Train Loss__MIN","token_ablation - small - 1 - Train Loss__MAX","token_ablation - small - 10 - Train Loss","token_ablation - small - 10 - Train Loss__MIN","token_ablation - small - 10 - Train Loss__MAX"
"0","0.3645974397659302","0.3645974397659302","0.3645974397659302","0.9127503037452698","0.9127503037452698","0.9127503037452698","1.1172940731048584","1.1172940731048584","1.1172940731048584","1.0383872985839844","1.0383872985839844","1.0383872985839844"
"1","0.45889177918434143","0.45889177918434143","0.45889177918434143","1.0876553058624268","1.0876553058624268","1.0876553058624268","1.0855638980865479","1.0855638980865479","1.0855638980865479","1.0761234760284424","1.0761234760284424","1.0761234760284424"
"2","0.673249363899231","0.673249363899231","0.673249363899231","1.2187602519989014","1.2187602519989014","1.2187602519989014","1.2672085762023926","1.2672085762023926","1.2672085762023926","1.050584316253662","1.050584316253662","1.050584316253662"
"3","1.2091118097305298","1.2091118097305298","1.2091118097305298","1.2812697887420654","1.2812697887420654","1.2812697887420654","1.1538078784942627","1.1538078784942627","1.1538078784942627","1.1506304740905762","1.1506304740905762","1.1506304740905762"
"4","1.3529019355773926","1.3529019355773926","1.3529019355773926","1.4790451526641846","1.4790451526641846","1.4790451526641846","1.1887954473495483","1.1887954473495483","1.1887954473495483","1.0875067710876465","1.0875067710876465","1.0875067710876465"
"5","1.5647668838500977","1.5647668838500977","1.5647668838500977","1.5722031593322754","1.5722031593322754","1.5722031593322754","1.1602286100387573","1.1602286100387573","1.1602286100387573","1.1951072216033936","1.1951072216033936","1.1951072216033936"
"6","1.5718730688095093","1.5718730688095093","1.5718730688095093","1.6226346492767334","1.6226346492767334","1.6226346492767334","1.380135178565979","1.380135178565979","1.380135178565979","1.1178025007247925","1.1178025007247925","1.1178025007247925"
"7","1.580104947090149","1.580104947090149","1.580104947090149","1.5886123180389404","1.5886123180389404","1.5886123180389404","1.2289942502975464","1.2289942502975464","1.2289942502975464","1.1755006313323975","1.1755006313323975","1.1755006313323975"
"8","1.546535849571228","1.546535849571228","1.546535849571228","1.6180813312530518","1.6180813312530518","1.6180813312530518","1.2623765468597412","1.2623765468597412","1.2623765468597412","1.3018203973770142","1.3018203973770142","1.3018203973770142"
"9","1.6342679262161255","1.6342679262161255","1.6342679262161255","1.6057003736495972","1.6057003736495972","1.6057003736495972","1.248275876045227","1.248275876045227","1.248275876045227","1.259133219718933","1.259133219718933","1.259133219718933"
"10","1.6284366846084595","1.6284366846084595","1.6284366846084595","1.6327252388000488","1.6327252388000488","1.6327252388000488","1.2762291431427002","1.2762291431427002","1.2762291431427002","1.4265565872192383","1.4265565872192383","1.4265565872192383"
"11","1.6166306734085083","1.6166306734085083","1.6166306734085083","1.6987833976745605","1.6987833976745605","1.6987833976745605","1.3140933513641357","1.3140933513641357","1.3140933513641357","1.1881325244903564","1.1881325244903564","1.1881325244903564"
"12","1.631340742111206","1.631340742111206","1.631340742111206","1.6634936332702637","1.6634936332702637","1.6634936332702637","1.410945177078247","1.410945177078247","1.410945177078247","1.3455476760864258","1.3455476760864258","1.3455476760864258"
"13","1.7523539066314697","1.7523539066314697","1.7523539066314697","1.6995892524719238","1.6995892524719238","1.6995892524719238","1.3491244316101074","1.3491244316101074","1.3491244316101074","1.4407564401626587","1.4407564401626587","1.4407564401626587"
"14","1.6741085052490234","1.6741085052490234","1.6741085052490234","1.7037115097045898","1.7037115097045898","1.7037115097045898","1.4005117416381836","1.4005117416381836","1.4005117416381836","1.44418466091156","1.44418466091156","1.44418466091156"
"15","1.7320449352264404","1.7320449352264404","1.7320449352264404","1.759095311164856","1.759095311164856","1.759095311164856","1.4218083620071411","1.4218083620071411","1.4218083620071411","1.4583916664123535","1.4583916664123535","1.4583916664123535"
"16","1.7121610641479492","1.7121610641479492","1.7121610641479492","1.7183160781860352","1.7183160781860352","1.7183160781860352","1.4784305095672607","1.4784305095672607","1.4784305095672607","1.6296038627624512","1.6296038627624512","1.6296038627624512"
"17","1.7665107250213623","1.7665107250213623","1.7665107250213623","1.712127685546875","1.712127685546875","1.712127685546875","1.4697864055633545","1.4697864055633545","1.4697864055633545","1.6531927585601807","1.6531927585601807","1.6531927585601807"
"18","1.6914030313491821","1.6914030313491821","1.6914030313491821","1.7266793251037598","1.7266793251037598","1.7266793251037598","1.5641095638275146","1.5641095638275146","1.5641095638275146","1.562712550163269","1.562712550163269","1.562712550163269"
"19","1.7848725318908691","1.7848725318908691","1.7848725318908691","1.6721258163452148","1.6721258163452148","1.6721258163452148","1.5895649194717407","1.5895649194717407","1.5895649194717407","1.5892378091812134","1.5892378091812134","1.5892378091812134"
"20","1.7780052423477173","1.7780052423477173","1.7780052423477173","1.7201894521713257","1.7201894521713257","1.7201894521713257","1.5236971378326416","1.5236971378326416","1.5236971378326416","1.5775755643844604","1.5775755643844604","1.5775755643844604"
"21","1.7141461372375488","1.7141461372375488","1.7141461372375488","1.7161024808883667","1.7161024808883667","1.7161024808883667","1.5262778997421265","1.5262778997421265","1.5262778997421265","1.5502955913543701","1.5502955913543701","1.5502955913543701"
"22","1.7869236469268799","1.7869236469268799","1.7869236469268799","1.7479994297027588","1.7479994297027588","1.7479994297027588","1.5724856853485107","1.5724856853485107","1.5724856853485107","1.6381161212921143","1.6381161212921143","1.6381161212921143"
"23","1.7662947177886963","1.7662947177886963","1.7662947177886963","1.775237798690796","1.775237798690796","1.775237798690796","1.5163192749023438","1.5163192749023438","1.5163192749023438","1.6273071765899658","1.6273071765899658","1.6273071765899658"
"24","1.7484312057495117","1.7484312057495117","1.7484312057495117","1.763013482093811","1.763013482093811","1.763013482093811","1.5882030725479126","1.5882030725479126","1.5882030725479126","1.720792531967163","1.720792531967163","1.720792531967163"
"25","1.7858154773712158","1.7858154773712158","1.7858154773712158","1.6675078868865967","1.6675078868865967","1.6675078868865967","1.5120984315872192","1.5120984315872192","1.5120984315872192","1.6430041790008545","1.6430041790008545","1.6430041790008545"
"26","1.8051613569259644","1.8051613569259644","1.8051613569259644","1.7785024642944336","1.7785024642944336","1.7785024642944336","1.6120779514312744","1.6120779514312744","1.6120779514312744","1.6942408084869385","1.6942408084869385","1.6942408084869385"
"27","1.745710015296936","1.745710015296936","1.745710015296936","1.7827732563018799","1.7827732563018799","1.7827732563018799","1.6961479187011719","1.6961479187011719","1.6961479187011719","1.6611742973327637","1.6611742973327637","1.6611742973327637"
"28","1.7741416692733765","1.7741416692733765","1.7741416692733765","1.7610771656036377","1.7610771656036377","1.7610771656036377","1.6446864604949951","1.6446864604949951","1.6446864604949951","1.617433786392212","1.617433786392212","1.617433786392212"
"29","1.7873539924621582","1.7873539924621582","1.7873539924621582","1.8128550052642822","1.8128550052642822","1.8128550052642822","1.61626398563385","1.61626398563385","1.61626398563385","1.6028048992156982","1.6028048992156982","1.6028048992156982"
"30","1.7443053722381592","1.7443053722381592","1.7443053722381592","1.7475063800811768","1.7475063800811768","1.7475063800811768","1.6393821239471436","1.6393821239471436","1.6393821239471436","1.6570889949798584","1.6570889949798584","1.6570889949798584"
"31","1.731903076171875","1.731903076171875","1.731903076171875","1.7362892627716064","1.7362892627716064","1.7362892627716064","1.6385031938552856","1.6385031938552856","1.6385031938552856","1.6448220014572144","1.6448220014572144","1.6448220014572144"
"32","1.728128433227539","1.728128433227539","1.728128433227539","1.7901935577392578","1.7901935577392578","1.7901935577392578","1.6228675842285156","1.6228675842285156","1.6228675842285156","1.6844160556793213","1.6844160556793213","1.6844160556793213"
"33","1.6717164516448975","1.6717164516448975","1.6717164516448975","1.7583301067352295","1.7583301067352295","1.7583301067352295","1.607224702835083","1.607224702835083","1.607224702835083","1.6264045238494873","1.6264045238494873","1.6264045238494873"
"34","1.8032138347625732","1.8032138347625732","1.8032138347625732","1.7677137851715088","1.7677137851715088","1.7677137851715088","1.6810870170593262","1.6810870170593262","1.6810870170593262","1.7122479677200317","1.7122479677200317","1.7122479677200317"
"35","1.786806344985962","1.786806344985962","1.786806344985962","1.7948932647705078","1.7948932647705078","1.7948932647705078","1.7342989444732666","1.7342989444732666","1.7342989444732666","1.694967269897461","1.694967269897461","1.694967269897461"
"36","1.8106862306594849","1.8106862306594849","1.8106862306594849","1.728484034538269","1.728484034538269","1.728484034538269","1.6775685548782349","1.6775685548782349","1.6775685548782349","1.7082771062850952","1.7082771062850952","1.7082771062850952"
"37","1.757385015487671","1.757385015487671","1.757385015487671","1.8024049997329712","1.8024049997329712","1.8024049997329712","1.6639512777328491","1.6639512777328491","1.6639512777328491","1.650244116783142","1.650244116783142","1.650244116783142"
"38","1.7980070114135742","1.7980070114135742","1.7980070114135742","1.7706577777862549","1.7706577777862549","1.7706577777862549","1.5944933891296387","1.5944933891296387","1.5944933891296387","1.723028302192688","1.723028302192688","1.723028302192688"
"39","1.7645745277404785","1.7645745277404785","1.7645745277404785","1.7726926803588867","1.7726926803588867","1.7726926803588867","1.6973752975463867","1.6973752975463867","1.6973752975463867","1.748286485671997","1.748286485671997","1.748286485671997"
"40","1.791992425918579","1.791992425918579","1.791992425918579","1.7626662254333496","1.7626662254333496","1.7626662254333496","1.646423101425171","1.646423101425171","1.646423101425171","1.6891181468963623","1.6891181468963623","1.6891181468963623"
"41","1.778788685798645","1.778788685798645","1.778788685798645","1.7031993865966797","1.7031993865966797","1.7031993865966797","1.685730218887329","1.685730218887329","1.685730218887329","1.753551721572876","1.753551721572876","1.753551721572876"
"42","1.768181324005127","1.768181324005127","1.768181324005127","1.7337546348571777","1.7337546348571777","1.7337546348571777","1.66066312789917","1.66066312789917","1.66066312789917","1.7206194400787354","1.7206194400787354","1.7206194400787354"
"43","1.7997002601623535","1.7997002601623535","1.7997002601623535","1.791386365890503","1.791386365890503","1.791386365890503","1.703980803489685","1.703980803489685","1.703980803489685","1.7580227851867676","1.7580227851867676","1.7580227851867676"
"44","1.8207671642303467","1.8207671642303467","1.8207671642303467","1.7712042331695557","1.7712042331695557","1.7712042331695557","1.61985182762146","1.61985182762146","1.61985182762146","1.763010025024414","1.763010025024414","1.763010025024414"
"45","1.7559523582458496","1.7559523582458496","1.7559523582458496","1.7967954874038696","1.7967954874038696","1.7967954874038696","1.619199275970459","1.619199275970459","1.619199275970459","1.7400879859924316","1.7400879859924316","1.7400879859924316"
"46","1.8226966857910156","1.8226966857910156","1.8226966857910156","1.7898688316345215","1.7898688316345215","1.7898688316345215","1.634115219116211","1.634115219116211","1.634115219116211","1.6957660913467407","1.6957660913467407","1.6957660913467407"
"47","1.7773079872131348","1.7773079872131348","1.7773079872131348","1.7378448247909546","1.7378448247909546","1.7378448247909546","1.6848698854446411","1.6848698854446411","1.6848698854446411","1.7107025384902954","1.7107025384902954","1.7107025384902954"
"48","1.807957410812378","1.807957410812378","1.807957410812378","1.8006083965301514","1.8006083965301514","1.8006083965301514","1.7378337383270264","1.7378337383270264","1.7378337383270264","1.7498879432678223","1.7498879432678223","1.7498879432678223"
"49","1.8076852560043335","1.8076852560043335","1.8076852560043335","1.7466453313827515","1.7466453313827515","1.7466453313827515","1.7343311309814453","1.7343311309814453","1.7343311309814453","1.693771481513977","1.693771481513977","1.693771481513977"
"50","1.8058104515075684","1.8058104515075684","1.8058104515075684","1.8061531782150269","1.8061531782150269","1.8061531782150269","1.7214677333831787","1.7214677333831787","1.7214677333831787","1.7597146034240723","1.7597146034240723","1.7597146034240723"
"51","1.815725564956665","1.815725564956665","1.815725564956665","1.7435247898101807","1.7435247898101807","1.7435247898101807","1.6839896440505981","1.6839896440505981","1.6839896440505981","1.6534621715545654","1.6534621715545654","1.6534621715545654"
"52","1.7835640907287598","1.7835640907287598","1.7835640907287598","1.7926862239837646","1.7926862239837646","1.7926862239837646","1.6986924409866333","1.6986924409866333","1.6986924409866333","1.7291144132614136","1.7291144132614136","1.7291144132614136"
"53","1.8461418151855469","1.8461418151855469","1.8461418151855469","1.7333838939666748","1.7333838939666748","1.7333838939666748","1.6781023740768433","1.6781023740768433","1.6781023740768433","1.7015745639801025","1.7015745639801025","1.7015745639801025"
"54","1.7985646724700928","1.7985646724700928","1.7985646724700928","1.7678991556167603","1.7678991556167603","1.7678991556167603","1.632183313369751","1.632183313369751","1.632183313369751","1.7240676879882812","1.7240676879882812","1.7240676879882812"
"55","1.7692339420318604","1.7692339420318604","1.7692339420318604","1.754335641860962","1.754335641860962","1.754335641860962","1.636561632156372","1.636561632156372","1.636561632156372","1.7571289539337158","1.7571289539337158","1.7571289539337158"
"56","1.7851020097732544","1.7851020097732544","1.7851020097732544","1.7906121015548706","1.7906121015548706","1.7906121015548706","1.6663765907287598","1.6663765907287598","1.6663765907287598","1.7369716167449951","1.7369716167449951","1.7369716167449951"
"57","1.8232686519622803","1.8232686519622803","1.8232686519622803","1.7915652990341187","1.7915652990341187","1.7915652990341187","1.7454603910446167","1.7454603910446167","1.7454603910446167","1.7502868175506592","1.7502868175506592","1.7502868175506592"
"58","1.8003982305526733","1.8003982305526733","1.8003982305526733","1.7458045482635498","1.7458045482635498","1.7458045482635498","1.5361701250076294","1.5361701250076294","1.5361701250076294","1.746476173400879","1.746476173400879","1.746476173400879"
"59","1.8019530773162842","1.8019530773162842","1.8019530773162842","1.768592119216919","1.768592119216919","1.768592119216919","1.6133053302764893","1.6133053302764893","1.6133053302764893","1.7373231649398804","1.7373231649398804","1.7373231649398804"
"60","1.7696778774261475","1.7696778774261475","1.7696778774261475","1.7621197700500488","1.7621197700500488","1.7621197700500488","1.7220419645309448","1.7220419645309448","1.7220419645309448","1.7066413164138794","1.7066413164138794","1.7066413164138794"
"61","1.7476372718811035","1.7476372718811035","1.7476372718811035","1.7578930854797363","1.7578930854797363","1.7578930854797363","1.6792635917663574","1.6792635917663574","1.6792635917663574","1.761967420578003","1.761967420578003","1.761967420578003"
"62","1.755591869354248","1.755591869354248","1.755591869354248","1.7446398735046387","1.7446398735046387","1.7446398735046387","1.5853018760681152","1.5853018760681152","1.5853018760681152","1.733677864074707","1.733677864074707","1.733677864074707"
"63","1.8076221942901611","1.8076221942901611","1.8076221942901611","1.7608985900878906","1.7608985900878906","1.7608985900878906","1.7127032279968262","1.7127032279968262","1.7127032279968262","1.7257360219955444","1.7257360219955444","1.7257360219955444"
"64","1.779008388519287","1.779008388519287","1.779008388519287","1.7868601083755493","1.7868601083755493","1.7868601083755493","1.6699872016906738","1.6699872016906738","1.6699872016906738","1.7494373321533203","1.7494373321533203","1.7494373321533203"
"65","1.8236193656921387","1.8236193656921387","1.8236193656921387","1.7924859523773193","1.7924859523773193","1.7924859523773193","1.6689683198928833","1.6689683198928833","1.6689683198928833","1.7621835470199585","1.7621835470199585","1.7621835470199585"
"66","1.8414218425750732","1.8414218425750732","1.8414218425750732","1.6844465732574463","1.6844465732574463","1.6844465732574463","1.755420207977295","1.755420207977295","1.755420207977295","1.723580241203308","1.723580241203308","1.723580241203308"
"67","1.8166537284851074","1.8166537284851074","1.8166537284851074","1.7459568977355957","1.7459568977355957","1.7459568977355957","1.672631859779358","1.672631859779358","1.672631859779358","1.7459956407546997","1.7459956407546997","1.7459956407546997"
"68","1.8238109350204468","1.8238109350204468","1.8238109350204468","1.7953908443450928","1.7953908443450928","1.7953908443450928","1.7337191104888916","1.7337191104888916","1.7337191104888916","1.7000715732574463","1.7000715732574463","1.7000715732574463"
"69","1.775605320930481","1.775605320930481","1.775605320930481","1.7701239585876465","1.7701239585876465","1.7701239585876465","1.7004404067993164","1.7004404067993164","1.7004404067993164","1.6825907230377197","1.6825907230377197","1.6825907230377197"
"70","1.7262182235717773","1.7262182235717773","1.7262182235717773","1.7926666736602783","1.7926666736602783","1.7926666736602783","1.6567718982696533","1.6567718982696533","1.6567718982696533","1.6570403575897217","1.6570403575897217","1.6570403575897217"
"71","1.8241136074066162","1.8241136074066162","1.8241136074066162","1.800919771194458","1.800919771194458","1.800919771194458","1.6969168186187744","1.6969168186187744","1.6969168186187744","1.749932050704956","1.749932050704956","1.749932050704956"
"72","1.8336210250854492","1.8336210250854492","1.8336210250854492","1.8067082166671753","1.8067082166671753","1.8067082166671753","1.6199123859405518","1.6199123859405518","1.6199123859405518","1.7470088005065918","1.7470088005065918","1.7470088005065918"
"73","1.7687129974365234","1.7687129974365234","1.7687129974365234","1.818289875984192","1.818289875984192","1.818289875984192","1.6482350826263428","1.6482350826263428","1.6482350826263428","1.7759464979171753","1.7759464979171753","1.7759464979171753"
"74","1.8289389610290527","1.8289389610290527","1.8289389610290527","1.7908152341842651","1.7908152341842651","1.7908152341842651","1.6828055381774902","1.6828055381774902","1.6828055381774902","1.7164418697357178","1.7164418697357178","1.7164418697357178"
"75","1.8023314476013184","1.8023314476013184","1.8023314476013184","1.789744257926941","1.789744257926941","1.789744257926941","1.7273948192596436","1.7273948192596436","1.7273948192596436","1.7632089853286743","1.7632089853286743","1.7632089853286743"
"76","1.8047332763671875","1.8047332763671875","1.8047332763671875","1.8087146282196045","1.8087146282196045","1.8087146282196045","1.6434011459350586","1.6434011459350586","1.6434011459350586","1.7214213609695435","1.7214213609695435","1.7214213609695435"
"77","1.8176414966583252","1.8176414966583252","1.8176414966583252","1.8051750659942627","1.8051750659942627","1.8051750659942627","1.6454367637634277","1.6454367637634277","1.6454367637634277","1.7895164489746094","1.7895164489746094","1.7895164489746094"
"78","1.8218481540679932","1.8218481540679932","1.8218481540679932","1.8124715089797974","1.8124715089797974","1.8124715089797974","1.7128753662109375","1.7128753662109375","1.7128753662109375","1.7367823123931885","1.7367823123931885","1.7367823123931885"
"79","1.787519097328186","1.787519097328186","1.787519097328186","1.818144679069519","1.818144679069519","1.818144679069519","1.725979208946228","1.725979208946228","1.725979208946228","1.7170723676681519","1.7170723676681519","1.7170723676681519"
"80","1.8159568309783936","1.8159568309783936","1.8159568309783936","1.7760051488876343","1.7760051488876343","1.7760051488876343","1.634880542755127","1.634880542755127","1.634880542755127","1.7226059436798096","1.7226059436798096","1.7226059436798096"
"81","1.7930214405059814","1.7930214405059814","1.7930214405059814","1.8051124811172485","1.8051124811172485","1.8051124811172485","1.6728005409240723","1.6728005409240723","1.6728005409240723","1.6648470163345337","1.6648470163345337","1.6648470163345337"
"82","1.8503024578094482","1.8503024578094482","1.8503024578094482","1.826919674873352","1.826919674873352","1.826919674873352","1.6489349603652954","1.6489349603652954","1.6489349603652954","1.7515312433242798","1.7515312433242798","1.7515312433242798"
"83","1.8392279148101807","1.8392279148101807","1.8392279148101807","1.7676293849945068","1.7676293849945068","1.7676293849945068","1.666511058807373","1.666511058807373","1.666511058807373","1.7002110481262207","1.7002110481262207","1.7002110481262207"
"84","1.8064587116241455","1.8064587116241455","1.8064587116241455","1.766359567642212","1.766359567642212","1.766359567642212","1.7092349529266357","1.7092349529266357","1.7092349529266357","1.7480920553207397","1.7480920553207397","1.7480920553207397"
"85","1.8111984729766846","1.8111984729766846","1.8111984729766846","1.730191946029663","1.730191946029663","1.730191946029663","1.72823965549469","1.72823965549469","1.72823965549469","1.7406095266342163","1.7406095266342163","1.7406095266342163"
"86","1.7921572923660278","1.7921572923660278","1.7921572923660278","1.795600414276123","1.795600414276123","1.795600414276123","1.7439370155334473","1.7439370155334473","1.7439370155334473","1.7758218050003052","1.7758218050003052","1.7758218050003052"
"87","1.7991470098495483","1.7991470098495483","1.7991470098495483","1.7474863529205322","1.7474863529205322","1.7474863529205322","1.754540205001831","1.754540205001831","1.754540205001831","1.74985671043396","1.74985671043396","1.74985671043396"
"88","1.8478777408599854","1.8478777408599854","1.8478777408599854","1.7918927669525146","1.7918927669525146","1.7918927669525146","1.660679817199707","1.660679817199707","1.660679817199707","1.8006744384765625","1.8006744384765625","1.8006744384765625"
"89","1.821974754333496","1.821974754333496","1.821974754333496","1.8299380540847778","1.8299380540847778","1.8299380540847778","1.7088656425476074","1.7088656425476074","1.7088656425476074","1.7153935432434082","1.7153935432434082","1.7153935432434082"
"90","1.833876609802246","1.833876609802246","1.833876609802246","1.7721867561340332","1.7721867561340332","1.7721867561340332","1.6752122640609741","1.6752122640609741","1.6752122640609741","1.7864463329315186","1.7864463329315186","1.7864463329315186"
"91","1.8437442779541016","1.8437442779541016","1.8437442779541016","1.7873926162719727","1.7873926162719727","1.7873926162719727","1.6500568389892578","1.6500568389892578","1.6500568389892578","1.7430121898651123","1.7430121898651123","1.7430121898651123"
"92","1.847200632095337","1.847200632095337","1.847200632095337","1.7758183479309082","1.7758183479309082","1.7758183479309082","1.6505019664764404","1.6505019664764404","1.6505019664764404","1.7229621410369873","1.7229621410369873","1.7229621410369873"
"93","1.851212978363037","1.851212978363037","1.851212978363037","1.7747268676757812","1.7747268676757812","1.7747268676757812","1.650699496269226","1.650699496269226","1.650699496269226","1.7471837997436523","1.7471837997436523","1.7471837997436523"
"94","1.8295612335205078","1.8295612335205078","1.8295612335205078","1.8115432262420654","1.8115432262420654","1.8115432262420654","1.6980847120285034","1.6980847120285034","1.6980847120285034","1.7430099248886108","1.7430099248886108","1.7430099248886108"
"95","1.8220367431640625","1.8220367431640625","1.8220367431640625","1.7841179370880127","1.7841179370880127","1.7841179370880127","1.7287994623184204","1.7287994623184204","1.7287994623184204","1.7681366205215454","1.7681366205215454","1.7681366205215454"
"96","1.8194024562835693","1.8194024562835693","1.8194024562835693","1.7872352600097656","1.7872352600097656","1.7872352600097656","1.6568913459777832","1.6568913459777832","1.6568913459777832","1.6995832920074463","1.6995832920074463","1.6995832920074463"
"97","1.8061739206314087","1.8061739206314087","1.8061739206314087","1.766530990600586","1.766530990600586","1.766530990600586","1.7169383764266968","1.7169383764266968","1.7169383764266968","1.777489185333252","1.777489185333252","1.777489185333252"
"98","1.7751822471618652","1.7751822471618652","1.7751822471618652","1.7907333374023438","1.7907333374023438","1.7907333374023438","1.750304937362671","1.750304937362671","1.750304937362671","1.7680280208587646","1.7680280208587646","1.7680280208587646"
